stratum,target_id,is_planted_ground_truth,stage1_stat,stage1_pass,stage2_attempted,permutation_p,detection_floor,channel_statistic,clears_floor,stage3_survivor,stage4_attempted,stage4_statistic,stage4_p,stage4_replicated
BRCA,SYNTH_TARGET_024,False,0.037608570610034614,False,False,,,,,False,False,,,False
BRCA,SYNTH_TARGET_025,True,0.14225626512743417,True,True,0.6451612903225806,0.15,-0.03981227149771301,False,False,False,,,False
BRCA,SYNTH_TARGET_026,False,0.2003559172590736,True,True,0.45161290322580644,0.15,-0.046916921292111266,False,False,False,,,False
BRCA,SYNTH_TARGET_027,False,0.17944323082186553,True,True,0.5806451612903226,0.15,-0.015089126453894286,False,False,False,,,False
BRCA,SYNTH_TARGET_028,False,0.2356650421694005,True,True,0.25806451612903225,0.15,0.00012302322903929796,False,False,False,,,False
BRCA,SYNTH_TARGET_029,False,0.09516764632501232,False,False,,,,,False,False,,,False
BRCA,SYNTH_TARGET_030,False,0.17094672620532214,True,True,0.9354838709677419,0.2,0.014503427402344162,False,False,False,,,False
BRCA,SYNTH_TARGET_031,False,0.14889717576186284,True,True,0.2903225806451613,0.1,-0.15114201319019427,True,False,False,,,False
BRCA,SYNTH_TARGET_032,False,0.0791488028349684,False,False,,,,,False,False,,,False
BRCA,SYNTH_TARGET_033,False,0.16587165847741922,True,True,0.7419354838709677,0.15,-0.0854293324941208,False,False,False,,,False
BRCA,SYNTH_TARGET_034,False,0.14718986064807993,True,True,0.3225806451612903,0.15,0.050865430028223885,False,False,False,,,False
BRCA,SYNTH_TARGET_035,False,0.18436203761122516,True,True,0.06451612903225806,0.15,-0.0021353544611366782,False,False,False,,,False
BRCA,SYNTH_TARGET_036,False,0.20794108043283294,True,True,0.2903225806451613,0.1,-0.10387928981454643,True,False,False,,,False
BRCA,SYNTH_TARGET_037,False,0.2418815880780818,True,True,0.06451612903225806,0.15,0.11164115957177662,False,False,False,,,False
BRCA,SYNTH_TARGET_038,True,0.18467849041147005,True,True,0.12903225806451613,0.15,0.009140473876156732,False,False,False,,,False
BRCA,SYNTH_TARGET_039,False,0.06826017937783843,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_000,False,0.09900000096177936,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_001,False,0.04061276592805134,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_002,False,0.07932021188408314,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_003,False,0.11266121901853347,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_004,False,0.151771059341963,True,True,0.8709677419354839,0.1,-0.09007809859788156,False,False,False,,,False
LUAD,SYNTH_TARGET_005,False,0.23353206614886937,True,True,0.5483870967741935,0.15,0.024697040974289274,False,False,False,,,False
LUAD,SYNTH_TARGET_006,False,0.06725415205469677,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_007,False,0.05757016941431001,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_008,False,0.2205163927448223,True,True,0.06451612903225806,0.15,-0.05285964252167779,False,False,False,,,False
LUAD,SYNTH_TARGET_009,False,0.054413550776998346,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_010,False,0.09280872950345304,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_011,False,0.13203401168574067,True,True,0.3225806451612903,0.1,0.10556620521675796,True,False,False,,,False
LUAD,SYNTH_TARGET_012,False,0.08318263474441197,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_013,False,0.10597600076419109,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_014,False,0.1076327443800491,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_015,False,0.05749241818639224,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_016,False,0.13508447045281236,True,True,0.1935483870967742,0.05,0.040623648080245336,False,False,False,,,False
LUAD,SYNTH_TARGET_017,False,0.11051207378434003,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_018,False,0.10039131184018635,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_019,False,0.07708004365610024,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_020,False,0.145169318429193,True,True,0.3225806451612903,0.1,-0.12832295175827244,True,False,False,,,False
LUAD,SYNTH_TARGET_021,False,0.20625178023981144,True,True,0.6774193548387096,0.15,-0.0015993906168649632,False,False,False,,,False
LUAD,SYNTH_TARGET_022,False,0.09118236343179682,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_023,False,0.09111520292487253,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_024,False,0.13411180232758207,True,True,0.6774193548387096,0.1,0.109760966972437,True,False,False,,,False
LUAD,SYNTH_TARGET_025,False,0.19631507559275624,True,True,0.5483870967741935,0.1,0.01359659542959181,False,False,False,,,False
LUAD,SYNTH_TARGET_026,False,0.16778179844001534,True,True,0.41935483870967744,0.1,0.01916360648106964,False,False,False,,,False
LUAD,SYNTH_TARGET_027,False,0.1746928495408404,True,True,0.6129032258064516,0.1,-0.07118171044978977,False,False,False,,,False
LUAD,SYNTH_TARGET_028,False,0.039217214569286285,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_029,False,0.06903418000045063,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_030,False,0.18481725033054835,True,True,0.0967741935483871,0.1,-0.09080735342149557,False,False,False,,,False
LUAD,SYNTH_TARGET_031,False,0.19810216893007435,True,True,0.967741935483871,0.1,-0.11826757782606678,True,False,False,,,False
LUAD,SYNTH_TARGET_032,False,0.05650410215082091,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_033,False,0.14400881426607764,True,True,0.3548387096774194,0.05,-0.014849326833339765,False,False,False,,,False
LUAD,SYNTH_TARGET_034,False,0.13218377055109948,True,True,0.6774193548387096,0.15,-0.08620886066745227,False,False,False,,,False
LUAD,SYNTH_TARGET_035,False,0.1687107190791463,True,True,0.3225806451612903,0.15,-0.03365339188079369,False,False,False,,,False
LUAD,SYNTH_TARGET_036,False,0.1793336052061077,True,True,0.16129032258064516,0.15,0.061598760268335856,False,False,False,,,False
LUAD,SYNTH_TARGET_037,False,0.1270208257938758,True,True,0.967741935483871,0.1,-0.06316502394178877,False,False,False,,,False
LUAD,SYNTH_TARGET_038,False,0.005404230391426804,False,False,,,,,False,False,,,False
LUAD,SYNTH_TARGET_039,False,0.023508332247265906,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_000,True,0.1008985812368418,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_001,False,0.050547110309832964,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_002,False,0.1535462197010939,True,True,0.5161290322580645,0.1,-0.002323618490116616,False,False,False,,,False
KIRC,SYNTH_TARGET_003,False,0.14162339908273758,True,True,0.0967741935483871,0.1,0.005746373212618872,False,False,False,,,False
KIRC,SYNTH_TARGET_004,False,0.07716558270744889,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_005,False,0.10275241847850297,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_006,False,0.07425310560575421,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_007,False,0.08552850224470157,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_008,False,0.015340257060691594,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_009,False,0.15564886423058055,True,True,0.6451612903225806,0.05,0.04785520014953787,False,False,False,,,False
KIRC,SYNTH_TARGET_010,True,0.07445937825195287,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_011,False,0.05779561429120981,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_012,False,0.016172213524122844,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_013,False,0.11139860223165951,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_014,False,0.06027237178690197,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_015,False,0.07789667747081322,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_016,False,0.07298110686452812,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_017,False,0.0430201073463948,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_018,False,0.04300233637897659,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_019,False,0.044110784204283306,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_020,True,0.05365227893985817,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_021,True,0.061643199599611585,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_022,False,0.05431102279825399,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_023,False,0.15347882155240067,True,True,0.967741935483871,0.1,-0.019809702668334542,False,False,False,,,False
KIRC,SYNTH_TARGET_024,False,0.006495277665347531,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_025,False,0.0023290602319117858,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_026,False,0.012898223999167787,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_027,False,0.059927779494614405,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_028,False,0.17334151436242004,True,True,0.22580645161290322,0.1,0.12393887616012786,True,False,False,,,False
KIRC,SYNTH_TARGET_029,False,0.1513538822560819,True,True,0.6451612903225806,0.1,-0.028176845250209887,False,False,False,,,False
KIRC,SYNTH_TARGET_030,False,0.05676468156185623,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_031,False,0.1392854611622302,True,True,0.9354838709677419,0.1,-0.05422083253462109,False,False,False,,,False
KIRC,SYNTH_TARGET_032,False,0.12549687390049094,True,True,0.4838709677419355,0.1,-0.10974020367996695,True,False,False,,,False
KIRC,SYNTH_TARGET_033,False,0.006491403574437702,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_034,False,0.12208902811349084,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_035,False,0.07062664695893338,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_036,False,0.021858726381893095,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_037,False,0.05804762320000602,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_038,False,0.09920092304712771,False,False,,,,,False,False,,,False
KIRC,SYNTH_TARGET_039,True,0.14127068792242198,True,True,0.6774193548387096,0.1,0.1352166862443001,True,False,False,,,False
HNSC,SYNTH_TARGET_000,False,0.06169869720584961,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_001,False,0.11836738487558132,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_002,False,0.10773232858715351,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_003,False,0.06280418805309246,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_004,False,0.16673599052508578,True,True,0.5806451612903226,0.15,0.06670656129316378,False,False,False,,,False
HNSC,SYNTH_TARGET_005,False,0.12736579242076812,True,True,0.16129032258064516,0.1,0.14777937459326837,True,False,False,,,False
HNSC,SYNTH_TARGET_006,False,0.023541168807760176,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_007,False,0.008266010080699358,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_008,False,0.12919758728636632,True,True,0.5806451612903226,0.1,-0.09565829318570769,False,False,False,,,False
HNSC,SYNTH_TARGET_009,False,0.10280963159776707,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_010,False,0.14638068981527527,True,True,0.5483870967741935,0.15,-0.04848175314637372,False,False,False,,,False
HNSC,SYNTH_TARGET_011,True,0.1880946464625708,True,True,0.25806451612903225,0.15,-0.06491903712175892,False,False,False,,,False
HNSC,SYNTH_TARGET_012,False,0.051023890040447245,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_013,False,0.033660181267603846,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_014,False,0.05706565732752132,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_015,False,0.08369441899069019,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_016,False,0.06757648992068127,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_017,False,0.11540622999624003,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_018,False,0.1067222385240961,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_019,True,0.14971242760414122,True,True,0.3225806451612903,0.15,0.01967672001535682,False,False,False,,,False
HNSC,SYNTH_TARGET_020,True,0.07898024774574673,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_021,False,0.1416368310613806,True,True,0.7419354838709677,0.1,0.09254766190710277,False,False,False,,,False
HNSC,SYNTH_TARGET_022,True,0.11897223361282308,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_023,False,0.040175744847194654,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_024,False,0.1541044461046003,True,True,0.16129032258064516,0.1,0.09706781915721818,False,False,False,,,False
HNSC,SYNTH_TARGET_025,False,0.030084631386025837,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_026,False,0.17933432709840008,True,True,0.3870967741935484,0.1,0.049588454424153154,False,False,False,,,False
HNSC,SYNTH_TARGET_027,True,0.14502845233447226,True,True,0.0967741935483871,0.15,0.14415736525645767,False,False,False,,,False
HNSC,SYNTH_TARGET_028,False,0.11942019385147534,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_029,False,0.11026329297960336,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_030,False,0.1217160057251434,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_031,False,0.06636532290580843,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_032,False,0.10898741011257644,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_033,False,0.03184176233551652,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_034,True,0.030039157712570524,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_035,False,0.14807741241498734,True,True,1.0,0.15,0.06658222279244166,False,False,False,,,False
HNSC,SYNTH_TARGET_036,False,0.02677463105335283,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_037,False,0.12262754225764752,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_038,False,0.10068146440661119,False,False,,,,,False,False,,,False
HNSC,SYNTH_TARGET_039,True,0.20992224505454116,True,True,0.7096774193548387,0.15,-0.00920424426555834,False,False,False,,,False
THCA,SYNTH_TARGET_000,False,0.07035229995024088,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_001,False,0.03113784052631641,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_002,False,0.09643291257852589,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_003,False,0.07039122051475813,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_004,False,0.09055591339739705,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_005,False,0.024411106633256883,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_006,False,0.08981586881024298,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_007,True,0.06066419178327105,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_008,False,0.08339090639996093,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_009,False,0.05655021488518226,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_010,False,0.057790862668356376,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_011,False,0.08173730082755028,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_012,False,0.1050841818185217,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_013,False,0.0786927765902175,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_014,False,0.003755782605058003,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_015,False,0.15007574930517925,True,True,0.8064516129032258,0.1,-0.13003616893617512,True,False,False,,,False
THCA,SYNTH_TARGET_016,False,0.1954942967396454,True,True,0.3548387096774194,0.1,-0.07595686667995921,False,False,False,,,False
THCA,SYNTH_TARGET_017,False,0.11123978885302276,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_018,False,0.17580070011555396,True,True,0.25806451612903225,0.05,0.10524880496495632,True,False,False,,,False
THCA,SYNTH_TARGET_019,False,0.05432624397455664,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_020,False,0.04401082912479348,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_021,False,0.03994323009421797,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_022,False,0.10521511390101945,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_023,False,0.14003731978546524,True,True,0.12903225806451613,0.1,-0.09304200307505718,False,False,False,,,False
THCA,SYNTH_TARGET_024,True,0.1466931313798985,True,True,0.6451612903225806,0.05,0.019155566060734472,False,False,False,,,False
THCA,SYNTH_TARGET_025,False,0.12036073539395972,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_026,True,0.04022230383141984,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_027,True,0.05090830488260509,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_028,False,0.005666030782900261,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_029,False,0.11646362138087876,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_030,False,0.04789397869262125,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_031,False,0.03177028702402789,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_032,False,0.01479716369066501,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_033,False,0.06934928047241509,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_034,False,0.10558243158559531,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_035,False,0.0929441990775283,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_036,False,0.13826902765297105,True,True,0.03225806451612903,0.1,0.031056568134687986,False,False,False,,,False
THCA,SYNTH_TARGET_037,False,0.11964914767519054,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_038,False,0.10636600902779916,False,False,,,,,False,False,,,False
THCA,SYNTH_TARGET_039,False,0.16427474038925516,True,True,0.1935483870967742,0.1,-0.034917704601795975,False,False,False,,,False
